Orthogroup	gene_id	Accession_number	pident
OG0001558	HIMB1517_00837	A0A520T9L7	97.4
OG0001559	HIMB058_00768	A0A2D5G8U2	90.5
OG0001560	NP1_00720	A0A6H1Q1R2	93.5
OG0001561	RS40_00381	A0A1W6BG56	95.2
OG0001564	MiE-29_00110	A0A845RZR0	100
OG0001565	HIMB1321_01043	A0A1X7H4A3	95.1
OG0001567	HIMB1463_00719	A0A3E0QH48	100
OG0001568	Uisw_127_01173	A0A926MRC5	92.1
OG0001569	HTCC1002_01214	Q1V0H3	90.3
OG0001571	IMCC9063_00127	F2I2T2	93.7
OG0001572	IMCC9063_00085	F2I2P0	96.9
OG0001573	RS40_00120	A0A1W6BF84	93.2
OG0001574	HTCC1013_01070	Q1UZV9	100
OG0001575	HIMB114_01329	D0RMU7	98.1
OG0001577	NP1_01241	A0A6H1Q3E6	96.9
OG0001580	HTCC7217_01433	B6BSH2	96.1
OG0001581	HTCC1040_00519	Q4FMV9	100
OG0001582	HIMB1565_00660	D0RN46	96.6
OG0001584	HTCC7211_00763	B6BT06	98.5
OG0001585	HIMB5_00830	J9YWY3	88
OG0001586	NP1_01235	A0A6H1Q4C5	92.8
OG0001587	ME-20_00184	A0A4V0X2Q7	95.1
OG0001588	HTCC7211_01086	B6BPQ4	93.5
OG0001589	HTCC1002_00081	Q1UZP8	95.9
OG0001590	HTCC7211_01569	A0A926REU5	94.6
OG0001591	LSUCC0723_00713	A0A2E1LN93	95.7
OG0001593	HTCC1062_00854	Q4FMC7	99.3
OG0001595	HTCC1013_00780	Q4FM43	92.9
OG0001596	HTCC7211_01080	A0A926MG35	95.8
OG0001597	HIMB1321_00928	A0A1X7H212	94.6
OG0001598	HIMB5_01324	J9YYP8	98.2
OG0001599	HIMB114_00919	D0RQ34	96.4
OG0001600	HTCC7211_00832	B6BT74	93.7
OG0001601	IMCC9063_00850	F2I0N6	99.6
OG0001602	HTCC1002_00321	Q1UZ19	98
OG0001603	HIMB114_01332	D0RMV0	94.9
OG0001604	HTCC7211_01081	B6BPP9	92.6
OG0001605	IMCC9063_00803	F2I287	96.5
OG0001606	HIMB1321_00809	A0A1X7H037	95.7
OG0001607	HIMB1321_00818	A0A1X7H099	97.3
OG0001608	HIMB1321_00822	A0A1X7H131	91
OG0001609	HIMB5_00839	J9YX90	97.8
OG0001610	HIMB114_00633	M3SI68	96.5
OG0001611	HTCC7211_01557	A0A926RFP9	100
OG0001613	HIMB058_00077	A0A926RBR6	98.3
OG0001614	HTCC7211_00833	B6BT75	95.7
OG0001615	HTCC7211_01082	A0A926MGJ0	92.2
OG0001616	HTCC7211_01076	A0A926LUN7	92.5
OG0001617	HIMB1520_00362	A0A3E0QBH0	100
OG0001618	HIMB1517_00814	A0A520SZ57	96.3
OG0001619	HIMB114_00657	D0RPC7	96.8
OG0001620	HIMB1321_00805	A0A1X7H122	94
OG0001621	HIMB1321_00804	A0A1X7H1T4	95.3
OG0001622	HIMB1321_00798	A0A1X7GZV3	90.4
OG0001623	HIMB5_01270	J9YW95	93.1
OG0001625	NP1_00701	A0A6H1Q1Y8	96.8
OG0001626	IMCC9063_00125	F2I2T0	95.3
OG0001628	HIMB114_00985	D0RQ95	93.2
OG0001629	NP1_01234	A0A6H1Q5H9	95.9
OG0001630	HIMB5_00840	J9YWZ4	94.1
OG0001631	HIMB114_00646	D0RPB6	98.8
OG0001632	HIMB1321_00808	A0A1X7H1X3	93.8
OG0001633	HTCC7211_00890	A0A926MHG4	99.9
OG0001634	HIMB2250_01164	A0A920TQ17	95.8
OG0001635	IMCC9063_00977	F2I2I8	99.5
OG0001637	HTCC1040_01016	Q4FLH1	96.8
OG0001638	RS39_00323	A0A1W6BCF2	95.3
OG0001639	HIMB2226_00095	A0A3D8ULS3	98.3
OG0001640	IMCC9063_00273	F2I3U7	95.5
OG0001642	HIMB1494_00792	A0A946G449	86.3
OG0001643	HIMB123_00453	A0A966ISF2	93.7
OG0001644	HTCC7211_01006	B6BPI4	98.3
OG0001646	HTCC7211_00028	B6BR36	97.4
OG0001647	HIMB5_01126	J9YWE9	97.7
OG0001648	Uisw_094_00448	A0A2E1ZHY2	86.8
OG0001649	HIMB1413_00911	A4GJQ0	100
OG0001650	HTCC7211_01073	B6BPP1	96
OG0001651	HIMB1321_00797	A0A1X7GZX7	87.2
OG0001652	HIMB1456_01310	A0A2E1JJZ3	98.2
OG0001653	HIMB1602_00050	A0A2P6GJ28	94.6
OG0001655	RS40_00846	A0A1W6BHD6	93.2
OG0001656	RS39_00328	A0A1W6BCE7	96.1
OG0001658	NP1_01238	A0A6H1Q4R9	91.6
OG0001659	HTCC7211_01075	A0A926LTA7	96.5
OG0001660	HTCC7211_01074	A0A926REP3	98.9
OG0001661	HTCC7211_01072	B6BPP0	97.7
OG0001662	HTCC7211_01067	A0A926R4F4	96
OG0001663	RS40_01174	A0A1W6BI34	96.1
OG0001665	HIMB114_00934	D0RQ45	99.7
OG0001666	ME-33_00058	A0A845S415	98.5
OG0001667	HIMB1321_00423	A0A1X7GT38	97
OG0001668	HIMB1483_00398	A0A937ISB5	90
OG0001669	HIMB114_01082	D0RQJ1	99.3
OG0001670	NP1_00694	A0A6H1Q211	98.5
OG0001672	HTCC7211_01435	B6BQM9	93.4
OG0001673	HTCC7211_01416	A0A926MHK9	92.2
OG0001674	HIMB083_00390	A0A1Z9N0Q4	93.1
OG0001675	HIMB114_00913	D0RQ27	98.1
OG0001677	IMCC9063_00867	F2I0Q4	98.9
OG0001679	LSUCC0530_00424	A0A966HHE3	94.9
OG0001680	RS40_01439	A0A1W6BJ07	96.5
OG0001681	HIMB5_01185	J9YWK7	95
OG0001682	HTCC7211_01070	B6BPN9	95.1
OG0001683	HIMB5_01425	J9YYR0	97.9
OG0001684	RS40_00380	A0A1W6BG55	94.7
OG0001686	NP1_01212	A0A6H1Q321	93.2
OG0001687	RS39_00320	A0A1W6BCE5	93.3
OG0001688	HIMB114_00009	D0RRB2	88.4
OG0001689	HTCC7217_01377	A0A926RSK8	92.2
OG0001690	IMCC9063_01282	F2I1N2	93
OG0001691	HIMB5_00506	J9YWC2	96
OG0001692	RS39_00856	A0A1W6BDQ1	90.2
OG0001693	HTCC7211_01068	B6BPN8	96.1
OG0001694	HIMB1321_00786	A0A1X7H034	100
OG0001695	HIMB1685_00581	A0A0R2RE46	99.3
OG0001696	RS40_01168	A0A1W6BIA5	96
OG0001697	IMCC9063_00070	F2I2M4	92.6
OG0001699	HIMB109_00815	D0RPQ1	90.6
OG0001700	HTCC7211_01069	A0A926MHW6	91.1
OG0001701	HIMB114_00624	D0RP93	92.6
OG0001702	HIMB1701_00415	A0A926MUD4	95.8
OG0001705	HIMB1488_00015	A0A1Z8NKQ1	89.1
OG0001706	IMCC9063_00037	F2I229	98.6
OG0001707	IMCC9063_00040	F2I232	91.6
OG0001708	IMCC9063_00622	F2I089	98
OG0001709	HIMB2304_00433	A4GJP2	95.1
OG0001710	HIMB1409_00931	A4GJP3	93.3
OG0001711	HIMB1444_00325	A4GJP4	94.7
OG0001714	HTCC7211_00861	B6BP53	99.6
OG0001715	HIMB058_00800	A0A2D5G7A2	89
OG0001716	HIMB1409_00939	A4GJQ1	96.8
OG0001718	HIMB114_00029	D0RRD2	94.3
OG0001719	HIMB1409_00933	A4GJP5	96
OG0001720	IMCC9063_00921	F2I0W2	95
OG0001721	IMCC9063_01168	F2I1C4	95.1
OG0001722	IMCC9063_00661	F2I0C5	97.1
OG0001723	ME-17_00947	A0A4P5SVS0	99.7
OG0001724	HIMB114_01164	D0RQS2	94.3
OG0001726	RS40_00378	A0A1W6BFZ7	95.5
OG0001728	HIMB5_01103	J9YY30	94.8
OG0001729	NP1_00335	A0A6H1Q1B3	91
OG0001730	HIMB1409_00934	A4GJP6	92.2
OG0001731	HIMB2304_00428	A4GJP7	92.8
OG0001732	HIMB2250_01000	A4GJP8	90.8
OG0001733	IMCC9063_00658	F2I0C2	95.3
OG0001734	RS40_01437	A0A1W6BIZ9	97.2
OG0001735	RS40_01438	A0A1W6BIY4	99.7
OG0001736	HIMB1577_01324	A0A926RQC8	98
OG0001737	HIMB1321_00795	A0A1X7H089	93.1
OG0001743	HIMB2305_01383	A0A926MMP7	94.5
OG0001745	HIMB114_01062	D0RQH1	94
OG0001746	IMCC9063_00895	F2I0T4	95.3
OG0001748	IMCC9063_00493	F2I3K0	95.8
OG0001749	IMCC9063_00339	F2I047	96.4
OG0001750	HIMB114_01092	D0RQK1	92.4
OG0001751	HIMB5_00414	J9YUN2	98.7
OG0001752	HTCC1002_01017	Q1V122	98
OG0001754	HIMB1321_00864	A0A1X7H1H5	99.4
OG0001755	LSUCC0530_00696	A0A388Q197	88.8
OG0001756	IMCC9063_00036	F2I228	96.4
OG0001758	HTCC1002_00423	Q1V2Q6	95.5
OG0001760	IMCC9063_00948	F2I2F9	93.2
OG0001761	IMCC9063_00364	F2I073	94.5
OG0001762	LSUCC0530_00488	A0A966HRV3	91.4
OG0001763	HIMB5_00463	J9YW19	95.8
OG0001764	IMCC9063_00277	F2I3V1	100
OG0001767	HIMB5_00243	J9YU78	92
OG0001770	HTCC7211_00041	A0A926RFS2	98.2
OG0001771	IMCC9063_00925	F2I2D6	97
OG0001775	HIMB1527_01154	A0A1X7H0E6	100
OG0001778	IMCC9063_00039	F2I231	89.3
OG0001779	HIMB1321_00793	A0A1X7H090	92.4
OG0001781	HTCC1002_00075	Q1UZQ4	93.2
OG0001783	HTCC7211_01562	B6BQZ4	99
OG0001784	NP1_01282	A0A6H1Q5L8	87.5
OG0001785	RS39_01091	A0A1W6BEE0	95.1
OG0001786	NP1_00809	A0A6H1Q287	93.8
OG0001788	IMCC9063_00979	F2I2J0	95.2
OG0001790	HIMB058_00061	A0A2D5G8P5	90.8
OG0001791	HIMB1321_00559	A0A1X7GWU5	100
OG0001792	HIMB109_00038	D0RRA6	92.6
OG0001795	HTCC1062_01173	Q4FLH2	92.5
OG0001796	NP1_00931	A0A6H1Q3W9	94.8
OG0001797	HIMB114_00915	D0RQ29	98.3
OG0001800	HIMB5_01133	J9YY53	97
OG0001801	HIMB114_00942	D0RQ53	91.9
OG0001802	HIMB1695_00508	A0A926LZ21	91.8
OG0001805	HIMB1321_01364	A0A1X7H850	95.6
OG0001806	ME-20_00044	A0A9E5I481	93.7
OG0001810	HIMB5_01183	J9YY97	92.5
OG0001811	RS40_00639	A0A1W6BGK3	100
OG0001816	IMCC9063_00816	F2I2A1	95.3
OG0001818	HIMB1597_00215	A0A520T5I2	89
OG0001819	NP1_01284	A0A6H1Q3M2	95.1
OG0001822	ME-17_00317	A0A845RXX6	100
OG0001823	HIMB1685_00821	A0A2E1S7M9	92.5
OG0001824	HIMB1321_01351	A0A1X7H889	96.7
OG0001827	HIMB058_00221	A0A9E1JCR9	88.2
OG0001829	RS39_00349	A0A1W6BCK0	98.6
OG0001831	HTCC1062_00577	Q4FN53	99
OG0001834	LSUCC0530_00609	A0A388PXA9	94.9
OG0001835	IMCC9063_00771	F2I254	94.7
OG0001837	HTCC1002_00088	Q1UZP1	95.5
OG0001838	IMCC9063_01346	F2I1U7	96.3
OG0001840	HTCC7211_00220	B6BRK6	91.1
OG0001841	IMCC9063_00566	F2I403	93.1
OG0001842	LSUCC0530_00446	A0A388Q0E9	87.4
OG0001843	IMCC9063_01317	F2I1R8	88.9
OG0001844	HIMB1758_01018	A0A946RK13	87.9
OG0001846	Uisw_134_02_01046	A0A2D7TW94	88.9
OG0001848	HTCC7211_00735	A0A926RF96	94.2
OG0001849	HTCC7211_01543	A0A926RFK7	91.2
OG0001852	HTCC7211_00506	B6BSB9	94.2
OG0001853	HIMB5_00464	J9YUR4	93.8
OG0001854	HIMB1321_01191	A0A1X7H674	88.8
OG0001855	RS40_00273	A0A1W6BFM5	98.4
OG0001856	IMCC9063_00554	F2I3Z0	91
OG0001860	NP1_00770	A0A6H1Q3G6	90.8
OG0001861	RS39_00853	A0A1W6BDS1	91.3
OG0001862	HIMB5_00384	J9YT80	97.6
OG0001866	IMCC9063_00346	F2I054	92.3
OG0001867	IMCC9063_01351	F2I1V2	87
OG0001868	LSUCC0530_00322	A0A388Q2D6	97.5
OG0001872	HIMB5_00460	J9YTC2	93.5
OG0001873	NP1_00688	A0A6H1Q3J9	96.5
OG0001874	HIMB5_01202	J9YYA1	100
OG0001875	HIMB1321_01291	A0A1X7H7I1	89.3
OG0001876	Uisw_127_00872	Q1V2I7	100
OG0001877	HIMB1321_01355	A0A1X7H842	92.9
OG0001878	HIMB058_00043	A0A2D5G800	92.3
OG0001879	NP1_00045	A0A6H1Q1G9	97.9
OG0001881	HTCC1062_00559	Q1V1V8	92.5
OG0001882	HIMB1321_00965	A0A1X7H3G1	95.6
OG0001886	HTCC7211_00629	B6BSN1	95
OG0001887	HIMB1321_00193	A0A1X7GMM7	88.3
OG0001889	HIMB4_01041	A0A966Y4G0	98.3
OG0001890	LSUCC0530_00170	A0A966HPP7	96.7
OG0001891	HIMB114_00768	D0RPN7	95.9
OG0001892	IMCC9063_01357	F2I1V9	98.8
OG0001893	ME-20_00504	A0A969VU34	92
OG0001894	HIMB114_00431	D0RNQ8	94.6
OG0001898	HIMB5_00510	J9YTJ2	94.9
OG0001899	RS39_00286	A0A1W6BCA2	93.5
OG0001900	HIMB114_00901	M3UVX6	96
OG0001903	HTCC1002_00112	Q1UZL6	88.8
OG0001906	ME-18_00322	A0A4P5SNH4	100
OG0001907	LSUCC0530_00139	A0A845SHN0	91.9
OG0001908	HIMB114_01163	D0RQS1	93.3
OG0001909	HTCC7217_00057	A0A926LV10	97.3
OG0001911	RS40_00118	A0A1W6BFE9	96.3
OG0001915	HIMB5_01107	J9YVT4	95.6
OG0001916	HTCC7211_00760	B6BT03	90
OG0001917	HTCC7214_01379	A0A926N9B5	97.2
OG0001921	HTCC1040_01022	Q4FLG5	100
OG0001923	HIMB1456_00715	A0A926M1E7	90.4
OG0001924	HIMB1321_00291	A0A1X7GQ82	91.9
OG0001925	HIMB114_00715	D0RPI5	88
OG0001926	RS39_00283	A0A1W6BC46	96.5
OG0001927	IMCC9063_00583	F2I419	96.6
OG0001928	HIMB1413_00033	A0A2E0MFI4	93.2
OG0001934	HTCC1062_00536	Q1V1T5	96.9
OG0001936	HTCC7214_01360	A0A940CJI9	87
OG0001939	HIMB1321_00352	A0A1X7GSA6	94.5
OG0001940	IMCC9063_00088	F2I2P3	95.7
OG0001943	NP1_00015	A0A6H1Q1Q1	96.6
OG0001945	HIMB114_00984	D0RQ94	95
OG0001946	HIMB5_00466	J9YW80	91.1
OG0001948	RS40_00646	A0A1W6BGK1	99.3
OG0001950	RS40_01154	A0A1W6BI12	89.4
OG0001956	FZCC0015_01238	A0A5N9AZW8	99.7
OG0001957	IMCC9063_00105	F2I2R0	98.2
OG0001958	IMCC9063_00066	F2I2M0	95.9
OG0001959	HIMB114_00197	D0RN32	99.8
OG0001960	HIMB114_01356	D0RMW7	99.1
OG0001965	HIMB5_01178	J9YY88	89.6
OG0001967	RS40_01153	A0A1W6BI50	94.5
OG0001972	HIMB114_01303	D0RR62	97.1
OG0001974	IMCC9063_00075	F2I2M9	94.2
OG0001976	HIMB114_00187	D0RN22	93.3
OG0001978	HTCC7211_00871	B6BP63	95
OG0001979	HTCC9022_01330	A0A926LTN1	85.4
OG0001980	RS39_00565	A0A1W6BCY3	96.3
OG0001981	HIMB5_01181	J9YVZ3	91.9
OG0001983	IMCC9063_00647	F2I0B2	100
OG0001984	RS40_01152	A0A1W6BHW8	91.3
OG0001987	RS39_00351	A0A1W6BCB2	97.4
OG0002009	HIMB1321_01027	A0A1X7H407	97.2
OG0002013	HTCC1002_00108	Q1UZM0	97.7
OG0002014	HTCC1062_01184	Q4FLG2	93.7
OG0002017	HIMB1321_01157	A0A1X7H5C8	97.3
OG0002019	RS39_00335	A0A1W6BCG7	97.6
OG0002020	RS39_00284	A0A1W6BCB8	91.4
OG0002021	HTCC7211_00040	B6BR48	96.3
OG0002023	IMCC9063_00970	F2I2I1	92
OG0002052	HIMB114_00225	D0RN60	96.4
OG0002053	LSUCC0530_00842	A0A845SCB9	100
OG0002055	HIMB114_00897	D0RQ11	95.5
OG0002056	HIMB114_00896	M3UVX1	91.6
OG0002057	HIMB1436_00849	A0A3D8UPI8	90.5
OG0002059	HIMB114_00826	D0RPU4	92.5
OG0002060	HIMB114_00661	D0RPD1	94.9
OG0002065	HIMB1494_00843	A0A926M7I8	94.4
OG0002066	IMCC9063_00034	F2I226	88.9
OG0002068	HIMB5_00609	J9YWE1	85.8
OG0002106	HIMB1518_01106	A0A3D2IDM7	94.1
OG0002110	IMCC9063_00818	F2I2A3	97.1
OG0002111	HIMB114_00236	D0RN72	91.1
OG0002112	HTCC7211_01394	B6BQJ0	100
OG0002113	HTCC7211_01392	B6BQI8	98.9
OG0002116	IMCC9063_01393	F2I1Z6	95.4
OG0002117	HIMB1506_01174	A0A940CR99	88.7
OG0002118	IMCC9063_00135	F2I383	97.2
OG0002119	HIMB114_00821	D0RPT9	92.6
OG0002120	LSUCC0530_00021	A0A845S922	92
OG0002121	IMCC9063_01321	F2I1S2	89.5
OG0002122	HIMB114_00277	D0RNB2	96.1
OG0002123	HIMB1662_00678	A0A832STB3	90.5
OG0002124	LSUCC0530_00515	A0A388PY72	89.9
OG0002125	HIMB114_01157	D0RQR5	95.7
OG0002126	NP1_01245	A0A6H1Q3F1	95.1
OG0002127	NP1_01484	A0A6H1Q456	87.6
OG0002128	IMCC9063_00617	F2I085	95.8
OG0002129	HTCC7211_00038	B6BR46	98.3
OG0002172	IMCC9063_01325	F2I1S6	99.2
OG0002174	RS40_01060	A0A1W6BHV2	92.9
OG0002177	RS40_00641	A0A1W6BGP7	97.2
OG0002180	HIMB5_01131	J9YWF6	98.3
OG0002181	IMCC9063_00068	F2I2M2	92.9
OG0002182	IMCC9063_01395	F2I322	99
OG0002183	IMCC9063_00830	F2I2B5	97
OG0002184	IMCC9063_00815	F2I2A0	100
OG0002192	NP1_00393	A0A6H1Q2E7	98.2
OG0002193	LSUCC0530_00069	A0A845SBC1	91.8
OG0002194	IMCC9063_00203	F2I3E7	97.2
OG0002195	LSUCC0530_00600	A0A845SG96	93.6
OG0002198	HTCC1002_00636	Q1V240	96.6
OG0002199	HTCC1002_00063	Q1UZR9	100
OG0002201	HTCC1002_00082	Q1UZP7	93.2
OG0002203	RS39_00287	A0A1W6BCA0	96.6
OG0002204	RS39_00350	A0A1W6BCH5	93.2
OG0002206	MKE-138_00886	A0A845S8K5	95.1
OG0002231	IMCC9063_00981	F2I2J2	96.8
OG0002232	Uisw_130_01051	A0A382FDF1	89
OG0002234	HIMB114_00622	D0RP91	95.8
OG0002238	HTCC1062_01302	Q4FL44	99.3
OG0002239	HTCC1062_01300	Q4FL46	97.4
OG0002241	IMCC9063_00133	F2I2U0	94.4
OG0002242	IMCC9063_00786	F2I270	96.2
OG0002243	NP1_00776	A0A6H1Q471	97
OG0002244	HIMB114_00445	D0RNS2	93.3
OG0002245	LSUCC0723_01100	D0RR66	96.1
OG0002246	LSUCC0530_00356	A0A845SC83	91.1
OG0002247	IMCC9063_00565	F2I402	97.5
OG0002252	HIMB5_00022	J9YUQ0	98.5
OG0002254	RS40_01150	A0A1W6BHV4	96.2
OG0002255	Uisw_113_00492	A0A0R2UZF4	89.6
OG0002256	HIMB5_01263	J9YY59	99.1
OG0002257	Uisw_136_01430	A0A1C2AXK6	87.5
OG0002263	HTCC1002_00107	Q1UZM1	94.8
OG0002279	HIMB1321_00427	A0A1X7GTY8	100
OG0002280	NP1_00782	A0A6H1Q3T7	97.2
OG0002282	Uisw_104_00155	A0A520QUD0	92.9
OG0002283	NP1_00682	A0A6H1Q3X2	96.8
OG0002286	HTCC7211_01575	A0A926MF88	96.2
OG0002287	HIMB1863_01031	A0A2E6T9K8	86.7
OG0002288	HIMB114_00229	D0RN65	96.5
OG0002290	HTCC7211_00791	B6BT33	100
OG0002295	HIMB1758_00068	A0A926MVD1	85.6
OG0002298	HIMB1321_00204	A0A1X7GMS2	96.6
OG0002299	HIMB5_00467	J9YWD4	91.3
OG0002301	NP1_01491	A0A6H1Q422	89.4
OG0002303	HTCC1002_00083	Q1UZP6	90.2
OG0002306	HTCC1002_00073	Q1UZQ6	96.2
OG0002308	RS39_00568	A0A1W6BD48	97.1
OG0002312	HIMB1321_00757	A0A1X7GZ09	94.9
OG0002313	HIMB1321_01034	A0A1X7H4R1	96
OG0002334	NP1_00135	A0A6H1Q076	98.1
OG0002336	HIMB1436_00847	A0A3D8UP38	89.6
OG0002338	HIMB5_01203	J9YYB9	100
OG0002339	HIMB114_01242	D0RR01	96.8
OG0002341	IMCC9063_00264	F2I3T8	97.6
OG0002342	HIMB114_00195	D0RN30	100
OG0002343	LSUCC0530_00071	A0A845SH33	88.4
OG0002344	HIMB5_01206	J9YW20	89.7
OG0002347	HTCC7211_00858	B6BP51	90.4
OG0002350	HIMB1701_00422	A0A9E1Y683	89.7
OG0002354	HIMB1321_00433	A0A1X7GT79	94.7
OG0002355	IMCC9063_01109	F2I167	95.8
OG0002363	LSUCC0530_00904	A0A388Q2Z0	95.3
OG0002365	Uisw_121_00437	A0A0R2V5H2	92.1
OG0002367	LSUCC0530_00108	A0A966HN92	95.9
OG0002369	HIMB1321_01025	A0A1X7H4K9	98.4
OG0002370	IMCC9063_00562	F2I3Z8	95.3
OG0002373	HIMB1436_00848	A0A3D8UP27	90.3
OG0002379	IMCC9063_00035	F2I227	94.5
OG0002381	LSUCC0530_00180	A0A966HNP6	98.6
OG0002384	HTCC1062_00560	Q4FN70	92.6
OG0002385	HIMB114_00743	D0RPL3	98.3
OG0002386	IMCC9063_00275	F2I3U9	98.8
OG0002387	HIMB114_01118	D0RQM6	90.8
OG0002388	HIMB1565_01119	D0RPC8	94.9
OG0002389	HIMB114_01339	D0RR98	96.3
OG0002391	NP1_01475	A0A6H1Q3Q6	100
OG0002392	NP1_01485	A0A6H1Q3R6	96.9
OG0002393	NP1_00659	A0A6H1Q1K4	95.3
OG0002395	HTCC7211_00854	B6BP47	95.4
OG0002399	RS39_00567	A0A1W6BD20	89
OG0002401	HTCC7211_01368	B6BQG5	95.6
OG0002402	RS40_00376	A0A1W6BFW7	96.7
OG0002409	RS40_00373	A0A1W6BG13	98.6
OG0002414	RS39_00300	A0A1W6BC61	96
OG0002416	RS40_01175	A0A1W6BI66	96.4
OG0002424	HIMB1321_00366	A0A1X7GRS6	96
OG0002427	HIMB1321_00339	A0A1X7GR26	94.8
OG0002428	HIMB114_01296	D0RR55	93.3
OG0002430	HIMB1321_00422	A0A1X7GTV3	95.5
OG0002432	HTCC7211_00857	B6BP50	100
OG0002436	HTCC7211_01549	B6BQY2	93.2
OG0002437	RS39_00059	A0A1W6BBN5	97.6
OG0002438	HIMB1490_00595	A0A926MI48	89.7
OG0002439	HIMB1491_00602	A0A926RFF3	87.6
OG0002440	Uisw_094_00391	A0A381W119	95.9
OG0002453	LSUCC0723_00597	A0A2E1LNM7	90.8
OG0002454	RS39_00302	A0A1W6BCD6	92.9
OG0002456	NP1_00351	A0A6H1Q0Q7	87.7
OG0002457	IMCC9063_00098	F2I2Q3	95.6
OG0002463	HIMB114_01187	D0RQU6	97.8
OG0002464	HIMB114_00813	D0RPT1	86.7
OG0002465	IMCC9063_00532	F2I3W8	86.8
OG0002466	IMCC9063_00531	F2I3W7	87.6
OG0002467	HIMB1565_00456	D0RRA9	98
OG0002469	LSUCC0530_00840	A0A388Q0G7	95.6
OG0002473	HTCC7211_00856	B6BP49	100
OG0002483	NP1_00683	A0A6H1Q2T9	93.3
OG0002489	IMCC9063_00074	F2I2M8	97.2
OG0002491	HTCC1002_00716	Q1V1W3	96.2
OG0002493	RS39_00305	A0A1W6BC98	100
OG0002494	HIMB5_01269	J9YWT9	95.9
OG0002498	LSUCC0723_01024	A0A2E8X8X9	85.5
OG0002499	NP1_01478	A0A6H1Q5T7	94.2
OG0002501	LSUCC0530_00786	A0A970AYE7	89.6
OG0002503	HIMB1321_00432	A0A1X7GTR3	98.9
OG0002504	HIMB5_01209	J9YY05	89.2
OG0002505	HIMB114_00939	D0RQ50	92.4
OG0002506	HIMB5_01204	J9YY00	93.5
OG0002507	IMCC9063_01406	F2I333	97.7
OG0002508	HIMB114_00005	D0RRA8	97.6
OG0002509	HIMB114_00194	D0RN29	98.2
OG0002510	HIMB114_00520	M3V285	93.9
OG0002511	HTCC7211_00219	B6BRK5	93.9
OG0002514	HTCC7211_00863	B6BP55	93.6
OG0002516	HTCC1002_00109	Q1UZL9	98.4
OG0002517	HIMB1321_00780	A0A1X7GZL3	96.7
OG0002518	HTCC7211_01462	A0A926MHI5	90.6
OG0002524	HIMB114_00918	D0RQ32	95.2
OG0002525	HIMB5_00409	J9YUN0	94.5
OG0002527	HIMB1770_00572	A0A3D2IFG7	90.5
OG0002528	NP1_00769	A0A6H1Q1V4	97.4
OG0002533	RS39_00282	A0A1W6BCB6	87.6
OG0002539	HTCC1062_01172	Q4FLH3	87.4
OG0002541	Uisw_094_00407	A0A926MDE9	96.1
OG0002543	HTCC7211_01397	B6BQJ3	99.4
OG0002550	Uisw_136_00615	A0A9E1JCR1	95.1
OG0002551	HIMB1662_00683	A0A1Z9MIT4	86.7
OG0002553	IMCC9063_00572	F2I408	98.1
OG0002554	HIMB114_01180	D0RQT9	95.6
OG0002555	IMCC9063_00782	F2I266	92
OG0002556	HIMB114_00261	D0RN96	98.4
OG0002557	HIMB1565_00442	D0RMX2	87.2
OG0002559	IMCC9063_00646	F2I0B1	93.2
OG0002561	MKE-138_00261	A0A4P5SKE6	89
OG0002563	HTCC7211_00862	B6BP54	91.1
OG0002569	HIMB5_01111	J9YWD2	95.5
OG0002582	IMCC9063_01356	F2I1V8	96.2
OG0002589	Uisw_094_00389	A0A2E2EKD5	100
OG0002590	IMCC9063_01399	F2I326	91.2
OG0002593	HTCC1062_01024	Q4FLW5	96.7
OG0002602	RS40_00640	A0A1W6BGS2	94.1
OG0002604	RS40_00377	A0A1W6BG22	94.2
OG0002606	HIMB114_01337	D0RMV5	98.1
OG0002607	RS40_00270	A0A1W6BFK1	95.3
OG0002609	HIMB109_00082	D0RR79	91.3
OG0002610	HIMB114_00735	D0RPK5	98
OG0002612	LSUCC0723_00770	D0RNA1	100
OG0002615	IMCC9063_01299	F2I1Q0	97
OG0002616	MKE-138_00415	A0A845SA72	96.3
OG0002617	LSUCC0723_00085	D0RQ92	95.9
OG0002618	HIMB1321_00211	A0A1X7GMX1	100
OG0002622	NP1_01488	A0A6H1Q5U7	93.3
OG0002626	HTCC7211_00868	A0A926MEU7	94.4
OG0002632	Uisw_101_00839	A0A945E7Q3	94.7
OG0002640	RS39_01089	A0A1W6BEF3	90.8
OG0002641	RS40_00875	A0A1W6BH66	91.7
OG0002643	IMCC9063_00093	F2I2P8	94.3
OG0002647	Uisw_094_00396	A0A2E2EKD6	99.8
OG0002648	Uisw_094_00392	A0A2E2EKS2	92.5
OG0002649	Uisw_094_00390	A0A381W152	85.3
OG0002650	Uisw_094_00388	A0A926RE14	98
OG0002653	HTCC7211_00628	B6BSN0	99.7
OG0002658	LSUCC0723_01096	A0A2E1LLU4	98.5
OG0002661	HTCC7211_00014	A0A926MF95	97.7
OG0002666	NP1_01472	A0A6H1Q647	91.2
OG0002667	NP1_01476	A0A6H1Q5D8	94.3
OG0002677	HIMB114_01317	D0RR77	92.1
OG0002678	HIMB114_00291	D0RNC6	85.5
OG0002680	ME-17_00928	A0A9E3LFE2	93.8
OG0002681	HTCC1002_00343	Q4FLB5	96.4
OG0002684	NP1_01474	A0A6H1Q447	88.1
OG0002687	IMCC9063_00960	F2I2H1	95.4
